action
163.29290771484375
161.90951538085938
160.53225708007812
156.8332977294922
155.47933959960938
151.75738525390625
147.20828247070312
142.1512451171875
136.98733520507812
131.77606201171875
126.79049682617188
122.18901824951172
118.07647705078125
114.50511169433594
111.49967956542969
109.05345153808594
107.13861846923828
105.71314239501953
104.7265853881836
104.43592071533203
105.28716278076172
106.29969787597656
107.39260864257812
108.49274444580078
109.51908111572266
110.3683090209961
110.99177551269531
111.36183166503906
111.46944427490234
111.32215118408203
110.9430923461914
110.36557006835938
109.62914276123047
108.77531433105469
107.8425521850586
106.87242126464844
105.89802551269531
105.43907928466797
105.29430389404297
105.2109146118164
105.19912719726562
105.26557159423828
105.38654327392578
105.54158782958984
105.72075653076172
105.91422271728516
106.11227416992188
