action
159.20004272460938
160.44801330566406
161.414306640625
155.20587158203125
156.1334991455078
153.4554901123047
148.97592163085938
143.26034545898438
137.49542236328125
129.39993286132812
120.72929382324219
113.08474731445312
106.72810363769531
101.717529296875
98.26824188232422
97.20378875732422
100.56578826904297
103.17066192626953
105.16210174560547
106.73468017578125
109.48015594482422
113.95047760009766
119.0266342163086
123.4888916015625
127.19786071777344
128.6573486328125
128.27359008789062
125.16887664794922
125.88116455078125
126.93403625488281
128.27635192871094
130.247802734375
127.60678100585938
125.055908203125
122.59650421142578
120.2306900024414
117.80418395996094
114.6911392211914
111.55264282226562
108.39971923828125
105.1538314819336
101.9501953125
98.76811218261719
95.59545135498047
92.42215728759766
89.23968505859375
86.04328155517578
