action
145.99822998046875
145.7735137939453
145.54898071289062
149.80682373046875
149.57872009277344
147.60902404785156
144.80393981933594
141.45895385742188
137.46458435058594
133.2606658935547
129.12594604492188
125.2495346069336
121.65702819824219
118.42708587646484
115.782958984375
113.73543548583984
112.26513671875
111.33867645263672
110.91004180908203
110.91312408447266
111.27471923828125
111.91877746582031
112.76887512207031
113.75067901611328
115.18640899658203
116.67728424072266
117.9871826171875
119.07376098632812
119.91072082519531
120.45858764648438
120.62247467041016
120.458740234375
120.03646850585938
119.40374755859375
118.61618041992188
117.81339263916016
117.19015502929688
116.57059478759766
115.990966796875
115.48136138916016
115.05870819091797
114.7198257446289
114.46739959716797
114.29905700683594
114.20814514160156
114.18463134765625
114.21726989746094
