action
153.2577667236328
152.25485229492188
151.25564575195312
151.18515014648438
150.18994140625
146.5487518310547
142.18177795410156
137.49838256835938
132.74380493164062
128.1454620361328
123.95258331298828
120.29905700683594
117.25151824951172
114.82756042480469
113.00757598876953
111.74291229248047
110.96614837646484
110.59901428222656
110.55846405029297
110.76126861572266
111.1279296875
111.58536529541016
112.0693359375
112.52593994140625
112.92351531982422
113.2191390991211
113.38837432861328
113.42176818847656
113.31902313232422
113.0868911743164
112.73826599121094
112.297119140625
111.78429412841797
111.2133560180664
110.6036148071289
109.9728775024414
109.33646392822266
108.70686340332031
108.09394836425781
107.50479888916016
106.94387817382812
106.26487731933594
105.61833953857422
105.00775146484375
104.42990112304688
103.88055419921875
103.30140686035156
